categoria_negocio,latitud,longitud
IGLESIA DIOS PADRE,31.88908093,-116.5634189
IGLESIA EL BUEN SAMARITANO,31.73756822,-116.5809314
IGLESIA EL FARO,31.79163897,-116.5871781
IGLESIA EL FARO PENTECOSTAL,31.88467471,-116.6113251
IGLESIA EL MESIAS,31.67585883,-116.5099663
IGLESIA EL TABERNACULO,31.88809374,-116.6096529
IGLESIA ESPERANZA DE DIOS,31.87337571,-116.5823601
IGLESIA EVANGELICA BETHEL,31.88137975,-116.5828099
IGLESIA EVANGELICA CAÑON BUENAVISTA,31.67463607,-116.5107495
IGLESIA EVANGELICA COMPAÑERISMO CRISTIANO,31.89182132,-116.5610407
IGLESIA EVANGELICA CRISTIANA ESPIRITUAL,31.90150859,-116.558509
IGLESIA EVANGELICA DE ENSENADA,31.86808811,-116.59296
IGLESIA EVANGELICA DE LOS HERMANOS LIRIOS DEL VALLE,31.79085707,-116.5885947
IGLESIA EVANGELICA LIBRE LA TRINIDAD,31.71799483,-116.552022
IGLESIA EVANGELICA LIBRE MONTE HERMON,31.86135923,-116.5890486
IGLESIA EVANGELICA PENTECOSTE UNA LUZ EN LA MONTAÑA,31.6814623,-116.5041329
IGLESIA EVANGELISTA LIBRE MONTE DE LOS OLIVOS,31.67787272,-116.5127478
IGLESIA EVANGELISTA MISION DE PEÑA HOREB,31.7344153,-116.5723961
IGLESIA FIESTA PENTECOSTAL,31.77534283,-116.5784632
IGLESIA FUEGO PENTESCOTAL,31.85870935,-116.5789903
IGLESIA FUENTE DE SALVACION,31.71342148,-116.5691112
IGLESIA FUENTE DE VIDA,31.90028627,-116.6890334
IGLESIA FUENTE DE VIDA,31.77268875,-116.5755912
IGLESIA FUENTE DE VIDA,32.10139847,-116.8470691
IGLESIA FUENTE DE VIDA,31.89010565,-116.55775
IGLESIA FUENTE DE VIDA PENTECOSTES,31.32273025,-116.2551265
IGLESIA FUNDAMENTAL CRISTIANA MIZPA,31.73241203,-116.5800626
IGLESIA GETSEMANI,31.87839565,-116.6366642
IGLESIA GUERREROS VICTORIOSOS,31.90172468,-116.5980955
IGLESIA HECHOS REALES,31.89807234,-116.59862
IGLESIA INTERNACIONAL NUEVO DESTINO,31.89104239,-116.5653335
IGLESIA ISSAC,31.89089636,-116.5640056
IGLESIA JEHOVA JIREH DE ENSENADA,31.72107963,-116.5642516
IGLESIA JESUCRISTO ISRRAEL,31.89132997,-116.5690773
IGLESIA JESUS DEL CRISTO,31.87855097,-116.5808126
IGLESIA LA AURORA,31.86849606,-116.572119
IGLESIA LA COSECHA,31.7258769,-116.5701744
IGLESIA LA CRUZ,31.8104167,-116.5903835
IGLESIA LA GRAN COMISION,31.89131543,-116.6346216
IGLESIA LA HERMOSA,31.69788178,-116.6345475
IGLESIA LA JOLLA,31.71635989,-116.6654145
IGLESIA LA LUZ DEL MUNDO,31.71355702,-116.5735596
IGLESIA LA LUZ DEL MUNDO,31.3185876,-116.2388597
IGLESIA LA LUZ DEL MUNDO,31.85831337,-116.5674794
IGLESIA LA LUZ DEL MUNDO,31.87501325,-116.5973075
IGLESIA LA LUZ DEL MUNDO,31.86223145,-116.5431497
IGLESIA LA MISION DEL REINO DE DIOS,31.86120504,-116.5442741
IGLESIA LA NUEVA VIDA,32.09437879,-116.8468477
IGLESIA LA ROCA,31.89572931,-116.5619302
IGLESIA LA VIÑA,31.86042358,-116.5504673
IGLESIA LA VIÑA COMPAÑERISMO CRISTIANO,31.86468079,-116.5796934
IGLESIA LEGADO,31.88677646,-116.6042849
IGLESIA LIBRES PARA SERVIR,31.88062275,-116.5744134
IGLESIA LIRIOS DE LOS VALLES,31.88910115,-116.5835008
IGLESIA LLUVIA TEMPRANA Y TARDIA,31.90349211,-116.5548775
IGLESIA LUZ Y PODER,31.76823649,-116.5683029
IGLESIA MANA FUEGO PENTECOSTES,31.88661754,-116.6271884
IGLESIA MANANTIAL DE AGUA VIVA,31.67034576,-116.5174556
IGLESIA METODISTA DE MEXICO,31.86531299,-116.6052441
IGLESIA METODISTA LIBRE,31.7882074,-116.5791547
IGLESIA MINISTERIO CRISTO VIVE,31.90218961,-116.5981406
IGLESIA MINISTERIOS DE AMOR EBENEZER,31.86407238,-116.59734
IGLESIA MINISTERIOS EL CAMINO,31.78296755,-116.6071758
IGLESIA MINISTERIOS UNIDOS,31.78496622,-116.5961587
IGLESIA MISION APOSTOLICA DE LA FE EN CRISTO,31.88230657,-116.5857317
IGLESIA MISION APOSTOLICA FILADELFIA,31.7428618,-116.5640728
IGLESIA MISION BAUTISTA LUZ QUE GUIA,31.89042419,-116.5796959
IGLESIA MISION DE AMOR SIN FRONTERAS,31.67403183,-116.5083569
IGLESIA MISION SINAI,31.88420215,-116.5711002
IGLESIA MISION VISTA HERMOSA,31.88271941,-116.5754988
IGLESIA MISIONEROS ENSENADA BC,31.79568525,-116.5798683
IGLESIA MISIONES INTERNACIONALES,31.87313153,-116.5671359
IGLESIA MONTE DE LOS OLIVOS CRISTIANA PENTECOSTES,31.89776282,-116.5920301
IGLESIA MONTE DE SINAI,31.86503708,-116.5490524
IGLESIA MONTE DE SION,31.8778035,-116.6429232
IGLESIA MONTE ELIM,31.85020285,-116.5590206
IGLESIA MONTE SINAI,31.88430186,-116.6449188
IGLESIA MONTECARMELO,31.85244405,-116.5659122
IGLESIA NACIONAL PRESBITERIANA CRISTO ES EL CAMINO,31.67287439,-116.5118168
IGLESIA NACIONAL PRESBITERIANA DE MEXICO,31.87359839,-116.5933657
IGLESIA NAZARENO CAÑON BUENA VISTA,31.67402328,-116.5108455
IGLESIA NUESTRA SEÑORA DE LA SOLEDAD,31.88277695,-116.6433829
IGLESIA NUESTRO SEÑOR DE LA MISERICORDIA,31.70585773,-116.6426788
IGLESIA NUEVA APOSTOLICA,31.85662697,-116.5967871
IGLESIA NUEVA ESPERANZA,31.87499026,-116.5819402
IGLESIA NUEVA ESPERANZA,31.87440367,-116.5912641
IGLESIA NUEVA VIDA,31.78121693,-116.6022254
IGLESIA NUEVA VIDA,31.76848354,-116.5684696
IGLESIA NUEVA VIDA,31.73556046,-116.5764381
IGLESIA NUEVO COMIENZO EN JESUS,31.8943434,-116.5955736
IGLESIA NUEVO DESPERTAR,31.87363998,-116.5706203
IGLESIA NUEVO DESTINO,31.87264159,-116.5637489
IGLESIA ODRES NUEVOS,31.85436704,-116.5657826
IGLESIA PAN DE VIDA,31.88689268,-116.5746872
IGLESIA PARROQUIA DE NUESTRA SEÑORA DEL CARMEN,28.0960083,-115.187206
IGLESIA PEÑA DE HOREB,31.72149171,-116.5520586
IGLESIA PENTECOSTAL ABBA PADRE,31.86045808,-116.587282
IGLESIA PENTECOSTAL APOSTOLICA DE MEXICO IPAM,31.88675779,-116.5873209
IGLESIA PENTECOSTAL EBENEZER,31.86307315,-116.5869714
IGLESIA PENTECOSTAL LA ESMERALDA,31.84789798,-116.5910942
IGLESIA PENTECOSTAL NUEVA MISION AGUA VIVA,31.79112606,-116.5738116
IGLESIA PENTECOSTAL UNIDA DE MEXICO,31.77382593,-116.5649154
IGLESIA PENTECOSTAL UNIDA DE MEXICO SION,31.86079208,-116.5751608
IGLESIA PENTECOSTES FUENTE DE VIDA,31.79080581,-116.5908378
IGLESIA PENTECOSTES MANO DE JESUCRISTO,31.87916949,-116.6049697
IGLESIA PENTECOSTES NUEVA ESPERANZA,31.70777086,-116.5628341
IGLESIA PRIMITIVA DE JESUCRISTO Y APOSTOLES,31.40355598,-115.7198451
IGLESIA PRINCIPE DE PAZ,31.87399991,-116.6365065
IGLESIA PROTESTANTE CRISTO REY,31.85160793,-116.5634987
IGLESIA PUERTA DEL CIELO,31.87323365,-116.5850271
IGLESIA PUERTTA DEL CIELO,31.89093358,-116.5723907
IGLESIA RENCIMIENTO,31.88014313,-116.6164465
IGLESIA REVIVE ENSENADA,31.8619665,-116.627159
IGLESIA RHEMA,31.77544746,-116.5804712
IGLESIA ROCA DE SALVACION,31.05909573,-116.2116481
IGLESIA ROCA DE SALVACION,31.8728885,-116.581224
IGLESIA ROCA FUERTE,31.69745691,-116.5579963
IGLESIA ROSA DE SARON,31.87094025,-116.5752218
IGLESIA SALON DE LOS TESTIGOS DE JEHOVA,31.7113089,-116.5705794
IGLESIA SALON DEL REINO DE LOS TESTIGOS DE JEHOVA,31.06250086,-116.2057446
IGLESIA SALON DEL REYNO DE LOS TESTIGOS DE JEHOVA,31.83975943,-116.6000406
IGLESIA SAN JUDAS TADEO,31.8305117,-116.5917088
IGLESIA SAN PEDRO APOSTOL,31.86026941,-116.5828219
IGLESIA SANTA ANITA,31.84884701,-116.572223
IGLESIA SANTA MARIA MADRE DE DIOS,31.88486199,-116.6151732
IGLESIA TABERNACULO DE AMOR,31.88465557,-116.5812254
IGLESIA TIERRA PROMETIDA,31.89477917,-116.5699545
IGLESIA TORRE DE SALVACION,31.67691627,-116.5099441
IGLESIA TORRE FUERTE,31.67809193,-116.5110542
IGLESIA TORRE FUERTE,31.88770696,-116.6117096
IGLESIA UNCION Y PODER DE CRISTO,31.77204073,-116.5754717
IGLESIA UNIVERSAL DE JESUCRISTO,31.87385453,-116.5836959
IGLESIA UNIVERSAL DE JESUCRISTO EN MEXICO,31.88306391,-116.5905989
IGLESIA UNIVERSAL DE JESUCRISTO EN MEXICO,31.90280915,-116.2862695
IGLESIA UNIVERSAL DEL REINO DE DIOS,31.85005379,-116.6044315
IGLESIA VIDA NUEVA,31.88418706,-116.5387934
IGLESIA VIDA Y FAMILIA EN PLENITUD,31.89068074,-116.590316
IGLESIA VIGILANCIA CRSTIANA,31.4033452,-115.7413564
IGLESIA VISION DE ALCANCE,31.40655291,-115.7288177
IMPRESSION DE MEXICO,31.86118569,-116.6002488
INKER TATTO,31.86511022,-116.6294697
INMACULADA CONCEPCION DE MARIA,31.735831,-116.5817162
INSALON,31.83324712,-116.5986064
INSTALACION DE CRISTALES Y OTRAS REPARACIONES A LA CARROCERIA DE AUTOMOVILES Y CAMIONES SIN NOMBRE,31.88362794,-116.5906453
INSTITUTO BIBLICO BETHEL,31.67411326,-116.5191584
IRIS LOPEZ BEAUTY LOUNGE,31.87244251,-116.6216102
ISA,31.85004927,-116.5613053
ISABELAS NAILS,31.8506088,-116.5675208
ISAURA SALON,31.86586831,-116.6193428
ISMAEL LOPEZ,31.87187971,-116.6134907
ISTON REPARACIONES,31.86616113,-116.6220829
ITALIKA TALLER DE MOTOCITLETAS,31.86828962,-116.6181537
ITZEL DE LEON,31.86709418,-116.6187289
JAC SERVICIO DISEL,31.86665339,-116.6097263
JACKIES NAILS BLASER STUDIO,31.84101374,-116.6029268
JAMES BARBER SHOP,31.85837168,-116.610594
JANETH NAIL S,31.86043487,-116.6042057
JAUSAN NAILS,31.87596408,-116.6050191
JAVANAS BARBER SHOP,31.8630085,-116.5866784
JAZMIN SALON,31.32165555,-116.2542865
JE AFILADOS,31.78837155,-116.5797551
JEHOVA JIREH,31.89724426,-116.5935323
JESSICA MURRIETA STUDIO,31.8534134,-116.5887534
JORGE ALBERTO CARVAJAL SANCHEZ,31.87313925,-116.618587
JOS NAILS,31.72726801,-116.5580343
JOSE ANGEL SALAS JARAMILLO,31.78672699,-116.5733709
JOSE BARBER SHOP,31.88804265,-116.6102386
JOYERIA EL RUIZ,31.86817945,-116.6238571
JOYERIA GUERRA,31.86689737,-116.6249079
JOYERIA KYTZIA,31.86709652,-116.6230404
JOYERIA MALDONADO,31.87506672,-116.6003149
JOYERIA VIENA,31.86674847,-116.6229987
JS SALON Y SPA,31.86851911,-116.6254405
JUNEL SALON,31.85912803,-116.6085397
JUVENTUD CON UNA MISION,31.83518415,-116.6088631
JUVENTUD CON UNA MISION,31.83570779,-116.6090631
KABANDU BROWN ESPECIALIST,31.82042709,-116.5993859
KARELIA UÑAS ACRILICAS,31.82747689,-116.584311
KAREN FLORES SHOWROOM,31.85377419,-116.6040633
KARLA SALON,31.88519847,-116.6114196
KART WASH,31.90446899,-116.5947458
KC SPA Y NAILS,31.83184117,-116.6077973
KEILY NAILS,31.7054807,-116.6427602
KEILYS NAILS,31.70549947,-116.6427519
KELLY ACADEMIA,31.87100524,-116.5964262
KELVIN REFRIGERACIONES,31.86199741,-116.5936261
KENIA,31.86817945,-116.6238571
KEVINS CARWASH,31.8645098,-116.6234382
KI.SPA,31.8635404,-116.6275168
KIKI POLARIZADOS,31.86587363,-116.5998485
KIKOS,31.06651715,-116.2089579
KING BARBERIA,31.7864814,-116.5855059
KKAWAII BEAUTY ROOM,31.87353124,-116.586373
KOMPUZ,31.78379508,-116.5869378
KUSTOM CARROCERIA Y PINTURA,31.85954446,-116.5931107
KUXTAL SPA HOLISTICO,31.87245179,-116.6232598
KWITYS PET BAKEIRY,31.8437682,-116.6079471
LA BARBERIA,31.85567029,-116.5926578
LA BARBERIA RODRIGUEZ,31.7843886,-116.5813701
LA BOLERIA,31.78929083,-116.5861795
LA BURBUJA,31.79253927,-116.5828506
LA CASA DE LAS EXTENSIONES,31.83702287,-116.6066007
LA CASA DEL ALFARERO,31.79156951,-116.5896303
LA CASA DEL FOTOGRAFO,31.8710817,-116.6213942
LA CASITA DE LA COSTURA,31.71810048,-116.5558865
LA CASITA DE LA PLANCHA,31.86558728,-116.6103699
LA CASITA DE LAS UÑSS,31.87473866,-116.6025264
LA CATRINA BARBERIA SHOP,31.8877851,-116.5883632
LA CLANDESTINA,31.06746775,-116.2067168
LA ELEGANCIA SASTRERIA Y RENTA DE TUXEDOS,31.86819745,-116.6269553
LA ESMALTERIA NAILS & SALON,31.87007513,-116.6257962
LA HABITACION DEL PADRE MONTE SION,31.89888244,-116.5558386
LA HIGUERA COMUNIDAD CRISTIANA,31.77876947,-116.58582
LA IGLESIA DE DIOS,31.88597979,-116.5855898
LA IGLESIA DE DIOS DE LA PROFECIA,31.87860722,-116.6286687
LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS,31.89403072,-116.5835302
LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS,31.87910357,-116.6101716
LA IGLESIA DE JESUCRISTO DE LOS SANTOS DE LOS ULTIMOS DIAS EN MEXICO,31.71880835,-116.5705451
LA JAROCHA,31.86420739,-116.6026181
LA LUZ DEL MUNDO,31.79576252,-116.5811553
LA LUZ DEL MUNDO,31.671544,-116.5176823
LA LUZ DEL MUNDO,31.88638216,-116.5741295
LA MINIATURA LEATHER SHOP,31.86313072,-116.627045
LA OBRA DE JESUS A .R,31.89202834,-116.5666455
LA PELU,31.86958456,-116.646681
LA PELUQUERIA,31.40197749,-115.7274007
LA PESTAÑERIA,31.86826372,-116.6209296
LA RUTA 1 BARBER SHOP,31.86261159,-116.6227669
LA TIENDA CLINICA Y SPA,31.86540897,-116.5881066
LABORATORIO DIESEL FUERZA MOTRIZ GAVE,31.85929779,-116.6084544
LABORATORIO DIESSEL EL CHINO,31.79936573,-116.5930016
LADY FROG NAILS,31.86215805,-116.5896091
LADYS HANDS AND HAIR SALON,31.85813901,-116.6099533
LAEL DE DIOS BARBER SHOP,31.79302388,-116.574239
LALOS,31.72394137,-116.5726137
LARA BARBER SHOP,31.71385641,-116.5712631
LARCEN BIKE SHOP,31.86328566,-116.6038814
LASH LASH,31.87122463,-116.6086994
LASH ROSAL,31.85376997,-116.6010095
LASH&BROWN LOUNGR,31.86261159,-116.6227669
LASHES,31.87782271,-116.6153441
LASHES ANA MICHELLE,31.79251668,-116.5830063
LASHES MAR VEGA,31.70618435,-116.5659267
LASSMI BEAUTY SPA,31.86503169,-116.5945068
LAST CHANCE,31.8829034,-116.6048568
LATINOAMERICANA RECINTO FUNERAL,31.86117972,-116.6144805
LAVA MAS,31.77892092,-116.5906
LAVA MAS EXPRESS,31.8675948,-116.5947924
LAVAAHORRO,31.83486959,-116.6061634
LAVADORAS COVE,31.76763595,-116.5642193
LAVADORAS ENSENADA,31.86378839,-116.5979083
LAVADORAS FUENTES,31.87801355,-116.5761093
LAVADORAS MONTAÑO,31.87099437,-116.5759467
LAVADORAS NAHOMY,31.89384397,-116.5746937
LAVADORAS TORREZ,31.87493395,-116.5982173
LAVADORAS Y REFRIGERACION NUÑEZ,31.89093003,-116.6059766
LAVADORAS Y SECADORA CASTILLO,31.78727058,-116.5685785
LAVADORAS Y SECADORAS MARTINEZ,31.88709186,-116.6060453
LAVAHORRO LAVAMATICA,31.87408118,-116.6266993
LAVAMATICA 362,31.89070726,-116.6062564
LAVAMATICA ALEX,31.71336574,-116.6530557
LAVAMATICA BAHIA,31.86155384,-116.591576
LAVAMATICA BRISA,31.86382574,-116.6263148
LAVAMATICA CARRETO,31.81085133,-116.5904671
LAVAMATICA CARRETO,31.78360113,-116.5971253
LAVAMATICA CARRETO DOS,31.78193849,-116.5937483
LAVAMATICA CHAPULTEPEC,31.78343947,-116.5981514
LAVAMATICA COTY,31.88695604,-116.6851553
LAVAMATICA DEL MAR,31.82743578,-116.5969921
LAVAMATICA DEL MAR,31.79691479,-116.591114
LAVAMATICA ECO LAVADO EXPRESS,31.7920026,-116.5854898
LAVAMATICA EL LAVADERO,31.86964341,-116.6260931
LAVAMATICA ESTRELLA AZUL,31.86212361,-116.593937
LAVAMATICA FAMILIA UNIDA,32.093022,-116.8454751
LAVAMATICA LA BURBUJA,31.78394151,-116.5796695
LAVAMATICA LA BURBUJA,31.87237801,-116.5863618
LAVAMATICA LA CASCADA,31.87331179,-116.6123731
LAVAMATICA LA EFICAZ,31.87102421,-116.6211232
LAVAMATICA LA ESPUMITA,31.88793046,-116.5869011
LAVAMATICA LA MICHOACANA,31.86526921,-116.6221768
LAVAMATICA LAS BURBUJAS,31.72161098,-116.5724413
LAVAMATICA LAVA EXPRESS,31.86375875,-116.5994897
LAVAMATICA LAVA PRENDA,31.85479252,-116.5789236
LAVAMATICA MARINA,31.85889349,-116.5987172
LAVAMATICA MI CONSUELO,31.79114047,-116.5904132
LAVAMATICA PANCHITA,31.85000694,-116.6123074
LAVAMATICA SARITA,31.40703005,-115.7340893
LAVAMATICA SILVER,31.70511231,-116.6399618
LAVAMATICA SIN NOMBRE,31.89453338,-116.5734022
LAVAMATICA T&K,31.7758609,-116.5772792
LAVANDERIA,31.89556216,-116.5687269
LAVANDERIA ALEX,31.89723253,-116.5595732
LAVANDERIA ALICIA,31.9093225,-116.2728825
LAVANDERIA AMBAR,31.88313978,-116.6102113
LAVANDERIA EL DORADO,31.82925155,-116.5925088
LAVANDERIA EMANUEL,31.86349672,-116.5470619
LAVANDERIA J J,31.89597495,-116.5662609
LAVANDERIA LA BURBUJA,31.89674355,-116.5770166
LAVANDERIA LA BURBUJA,31.32566784,-116.2486525
LAVANDERIA LAVARTE,31.82764914,-116.6038519
LAVANDERIA MANEADERO,31.72955856,-116.5782338
LAVANDERIA PORTICOS,31.78419404,-116.5813258
LAVANDERIA SIN NOMBRE,32.09667852,-116.564813
LAVANDERIA ULTRA WASH,31.77719079,-116.5775435
LAVAPRENDA,31.87173132,-116.591198
LAVAPRENDA 2,31.86605685,-116.5825311
LAVIE,31.86096132,-116.6018914
LC SALON Y ESTETICA COLECTIVO,31.88783929,-116.591054
LEADER BARBER SHOP,31.79738104,-116.5884557
LEGENDS BARBER SHOP,31.86261284,-116.5893571
LEILANY UÑAS,31.78238141,-116.5957018
LEOS TALLER MECANICO,31.83745339,-116.6083847
LETTYS SPA,31.86441169,-116.6215668
LETYS NAILS,32.0956364,-116.5779631
LEXU SKIN CENTRO DE DEPILACION LASER Y TECNOLOGIA ESTETICA,31.86104396,-116.6116959
LIAS NAILS & ACCESORIOS,31.86401661,-116.5828684
LIBRES PARA SERVIR,31.8591169,-116.5771055
LIGA MUNICIPAL DE FUTBOL INFANTIL Y JUVENIL DE ENSENADA GIL OJEDA,31.87900319,-116.6234113
LILIS CLINICA DE BELLEZA,31.87172285,-116.6235528
LILYS MASSAGE,31.70682147,-116.6425937
LIMPIADURIA CACHANIA,31.85111778,-116.6035023
LIMPIADURIA CARRILLO,31.86784084,-116.6133766
LIMPIADURIA EXPRESS,31.85266605,-116.5939149
LIMPIADURIA INTERNACIONAL,31.86424938,-116.6233225
LIMPIADURIA LA MODERNA,31.85472157,-116.6101568
LIMPIADURIA LA MODERNA,31.8617068,-116.5954086
LIMPIADURIA LA NUEVA LONDRES,31.87045088,-116.6184973
LIMPIADURIA LONDRES,31.87957377,-116.6020909
LIMPIADURIA LONDRES,31.83235297,-116.5984149
LIMPIADURIA PLANCHADURIA,31.86644032,-116.6606636
LIMPIADURIA SAN JOSE,31.86077226,-116.6174958
LIMPIADURIA SAN MARINO,31.87015841,-116.6174055
LIMPIADURIA URIAS,31.78327777,-116.5912158
LIMPIADURIA VILLA UNION,31.8657026,-116.5860813
LIMPIADURIA Y LAVAMATICA ANGELITA,31.8912896,-116.5892264
LIMPIADURIA Y LAVANDERIA CORAL,31.86812294,-116.5837608
LIMPIADURIA Y PLANCHADURIA,31.85419021,-116.5793165
LIMPIADURIA Y PLANCHADURIA LA MANCHA,31.89486071,-116.5783451
LIMPIANDURIA DIAMOND CLEANERS,31.8653232,-116.6278574
LIMPIDURIA LA MODERNA,31.87072293,-116.6413968
LIMPIEDURIA Y TUXEDOS LORENS,31.78352372,-116.5969788
LION KOPS,32.10049982,-116.5800703
LIPSTICK AIR SALON,31.82039254,-116.598748
LLANTAS Y SERVICIO ANDREA,31.71000259,-116.5699382
LLANTAS Y SERVICIO SANTANA,31.77687216,-116.5774738
LLANTAS Y SERVICIOS A DOMICILIO LOPEZ,31.86737829,-116.6213624
LLANTAS Y SERVICIOS BAJA TIRES,31.87712978,-116.6196677
LLANTERA,31.67874247,-116.5093803
LLANTERA,31.87614585,-116.628458
LLANTERA,31.32859704,-116.2513486
LLANTERA 10,31.86726747,-116.6049604
LLANTERA 2 HERMANOS,31.90930346,-116.2706716
LLANTERA ABRIL,31.7925808,-116.5820635
LLANTERA ALISOS,31.87775729,-116.6145437
LLANTERA ALMANZA,31.78433005,-116.5785227
LLANTERA AMARAL,31.89689973,-116.564543
LLANTERA ANDREAS,31.86824358,-116.6170281
LLANTERA ATLAS,31.86526067,-116.6040861
LLANTERA BAJA RACER TIRES,31.84692976,-116.6008564
LLANTERA BARRON,31.88037897,-116.6277928
LLANTERA BUSTAMANTE,31.91332061,-116.2703915
LLANTERA CALAFIA,31.89716678,-116.5621969
LLANTERA CARLOS,32.10027273,-116.5635813
LLANTERA CARRANZA,31.86557072,-116.5869742
LLANTERA CARRILLO,31.86282374,-116.589731
LLANTERA CHACHITOS,31.8950684,-116.5758546
LLANTERA CHATINES,31.9017757,-116.5833257
LLANTERA CHEPE,31.89256108,-116.6947614
LLANTERA CORTEZ,32.09372977,-116.8513318
LLANTERA DE LA CRUZ,31.89825613,-116.5568207
LLANTERA DEL PACIFICO,31.87215149,-116.6207088
LLANTERA DIAZ,31.40957725,-115.7386565
LLANTERA DON PEDRO,31.91478998,-116.2726137
LLANTERA EDER,31.89175387,-116.5871048
LLANTERA EL CAZADOR,31.41069618,-115.7356993
LLANTERA EL CHAVA,31.78356429,-116.5835841
LLANTERA EL CHIVO,31.87195019,-116.5859937
LLANTERA EL DESCANZO,31.06800488,-116.2075135
LLANTERA EL FLACO,31.79173026,-116.592131
LLANTERA EL GORDO,31.85881106,-116.5826898
LLANTERA EL GUERO,31.06363651,-116.2084154
LLANTERA EL GUERO,31.70491893,-116.563159
LLANTERA EL INDIO,31.8627716,-116.6189716
LLANTERA EL NEGRO,31.87199457,-116.5892113
LLANTERA EL PANZAS,31.87092682,-116.5846984
LLANTERA EL PIRUL,31.9097481,-116.2719072
LLANTERA EL RAFA,31.89887005,-116.5756855
LLANTERA EL RULAS,31.82829388,-116.5908732
LLANTERA EL TEKLE,31.90798054,-116.2692698
LLANTERA EL TERCO,31.8916537,-116.5757212
LLANTERA EL TROQUERO,31.7105939,-116.5703991
LLANTERA EL VAQUERO,31.79238298,-116.5834021
LLANTERA ENSENADA,31.89260103,-116.5890768
LLANTERA ESCORPION,31.78532551,-116.5683358
LLANTERA EXPRESS,31.73433062,-116.5813739
LLANTERA FELIX,31.85189786,-116.5981758
LLANTERA FELIX,31.85611379,-116.5927426
LLANTERA FERNANDA,31.71455589,-116.5711038
LLANTERA GAEL,31.88577139,-116.6194249
LLANTERA GERARDOS,31.87070188,-116.581586
LLANTERA GERARDOS,31.85510403,-116.5757596
LLANTERA GONZALEZ,31.06684943,-116.2080308
LLANTERA GUERRERO,31.87086917,-116.6140142
LLANTERA HERRERA,31.39727209,-115.7240548
LLANTERA JAIME,31.78310015,-116.591184
LLANTERA JESSE,31.78252272,-116.5895311
LLANTERA JESSIES,31.78799852,-116.5858984
LLANTERA JR,31.89955977,-116.5973818
LLANTERA LA TETA,31.76974063,-116.5690524
LLANTERA LALO,31.72370802,-116.5733247
LLANTERA LALO,31.81093294,-116.5902551
LLANTERA LEO,31.84921834,-116.5781096
LLANTERA LLANTERA,31.87879045,-116.6157243
LLANTERA LOPEZ,31.78477539,-116.5915215
LLANTERA LOPEZ,31.87380087,-116.577994
LLANTERA LOS ANGELES,31.85437556,-116.5908547
LLANTERA LOS NAVARRO,31.87407933,-116.6071921
LLANTERA LUIS,31.27408973,-116.380127
LLANTERA LUPITA,31.66976484,-116.5170807
LLANTERA MATEO,31.32267383,-116.2417527
LLANTERA MATEO,31.70603052,-116.565518
LLANTERA MEJIA,31.8877632,-116.6083768
LLANTERA MELENDRES,31.89435136,-116.5792248
LLANTERA MENY,31.82553275,-116.6037148
LLANTERA MOFLES RADIADORES SOLDADURA,31.32289297,-116.2421463
LLANTERA MONO,31.87536778,-116.5982058
LLANTERA NAVARRITO,31.87297149,-116.6204056
LLANTERA ORTIZ,31.87850274,-116.5849915
LLANTERA PANIAGUA,31.8716102,-116.6087244
LLANTERA PEÑA,31.86065148,-116.5801944
LLANTERA PEREZ,31.8855355,-116.5900703
LLANTERA PEREZ 2,31.89039081,-116.5902285
LLANTERA PIT 15,31.7917714,-116.5875213
LLANTERA QERU,28.09712331,-115.1881209
LLANTERA QUIN,31.8740398,-116.5970958
LLANTERA RANGEL,31.85520597,-116.5658828
LLANTERA RAZO E HIJOS,31.89311784,-116.5640702
LLANTERA RENE,31.86780615,-116.6022987
LLANTERA RG,31.40103519,-115.7267903
LLANTERA RINOS,31.86722094,-116.6150036
LLANTERA RIVERA,31.89870812,-116.5984636
LLANTERA RODRIGUEZ,31.86525441,-116.6074666
LLANTERA RODRIGUEZ,31.86153348,-116.6072217
LLANTERA SAN FELIPE,31.87449466,-116.5725082
LLANTERA SANTOS,31.84748927,-116.597025
LLANTERA SANTOS,31.8888321,-116.6081138
LLANTERA SERGIO,31.77953814,-116.578035
LLANTERA SIN NOMBRE,31.85252254,-116.564284
LLANTERA SINALOA,31.86518372,-116.6248081
LLANTERA SKY,31.84782131,-116.5775835
LLANTERA TEMO,31.86014279,-116.6166491
LLANTERA TOMATON,31.85467959,-116.5786671
LLANTERA TOTONAKA,31.89415794,-116.6966027
LLANTERA ULBRICH,31.86733547,-116.605835
LLANTERA VICTORIA,31.87959272,-116.5754738
LLANTERA VILLANUEVA,31.89125875,-116.5711402
LLANTERA VILLANUEVA,31.8507098,-116.5850071
LLANTERA VISTA AL CAMPO,31.70826828,-116.5694464
LLANTERA YARAM,32.09661049,-116.5709977
LLANTERO MICHOACANO,31.73391119,-116.5816981
LLATERA SIN NOMBRE,31.84979608,-116.5655644
LLAVES MEDEL,31.86159428,-116.5974238
LOBDAY SALON,31.89800612,-116.5619801
LOBOS BARBER,31.72686854,-116.5779445
LOERAS BARBER SHOP,31.7153476,-116.5713354
LOLA ESTETICA CANINA,31.88916832,-116.6806974
LOLAS BEUTY NAILS,31.77254154,-116.5646461
LOLIV SPA,31.85912883,-116.5983967
